82.79.95.67,2025-01-08,13:58:27 UTC,["necessary"],desktop,en,Chrome,Windows,Romania,IF,Ilfov,Voluntari,077190,44.4865,26.1738
82.79.95.67,2025-01-08,13:58:44 UTC,["necessary"],desktop,en,Chrome,Windows,Romania,IF,Ilfov,Voluntari,077190,44.4865,26.1738
82.79.95.67,2025-01-08,14:08:48 UTC,["necessary"],desktop,en,Chrome,Windows,Romania,IF,Ilfov,Voluntari,077190,44.4865,26.1738
49.36.89.6,2025-01-08,14:18:18 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
86.121.170.196,2025-01-09,12:21:10 UTC,["necessary"],mobile,ro,Chrome,iOS,Romania,IF,Ilfov,Voluntari,077190,44.4865,26.1738
86.121.170.196,2025-01-09,12:28:48 UTC,["necessary"],mobile,ro,Chrome,iOS,Romania,IF,Ilfov,Voluntari,077190,44.4865,26.1738
86.121.170.196,2025-01-09,12:34:35 UTC,["necessary"],mobile,ro,Chrome,iOS,Romania,IF,Ilfov,Voluntari,077190,44.4865,26.1738
86.121.7.113,2025-01-23,01:31:00 UTC,["necessary"],mobile,ro,Chrome,iOS,Romania,IF,Ilfov,Voluntari,077191,44.4981,26.1316
